
# TYPE process_cpu_time_seconds_total counter
# UNIT process_cpu_time_seconds_total seconds
# HELP process_cpu_time_seconds_total Total CPU seconds broken down by different states.
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 57287 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http"} 1635.6223580999956 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Messages/GetByClaimMessages",network_protocol_version="1.0",url_scheme="http"} 57287 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.005"} 5848 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.01"} 8124 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.025"} 8719 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.05"} 8766 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.075"} 8778 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.1"} 8790 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.25"} 8820 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.5"} 8854 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="0.75"} 8857 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="1"} 8858 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="2.5"} 8858 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="5"} 8859 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="7.5"} 8859 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="10"} 8859 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 8859 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http"} 70.16078519999989 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics/{topicSamoId}/typing/unset",network_protocol_version="1.0",url_scheme="http"} 8859 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.025"} 354 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.05"} 1203 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.075"} 1779 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.1"} 2064 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.25"} 2296 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.5"} 2347 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="0.75"} 2357 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="1"} 2362 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="2.5"} 2367 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="5"} 2367 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="7.5"} 2367 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="10"} 2367 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 2367 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http"} 166.56271399999972 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="PUT",http_response_status_code="200",http_route="api/v2/events/{eventId}",network_protocol_version="1.0",url_scheme="http"} 2367 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.005"} 8577 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.01"} 8591 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.025"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.05"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.075"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.1"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.25"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.5"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="0.75"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="1"} 8594 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="/claimHub/negotiate",network_protocol_version="1.1",url_scheme="http",le="2.5"} 8594 1786132820020
